Time (GMT);Link;Website : subject;Website : member name
28/02/2023 18:39;"https://forums.liveatc.net/index.php?action=dlattach;topic=16988.0;attach=11628";Storms and dust cause American Airlines flight to divert to Dallas ;kb4tez 
28/02/2023 17:50;"https://forums.liveatc.net/index.php?action=dlattach;topic=16987.0;attach=11627";Jetstar diverts from Bangkok to Melbourne after medical emergency  ;kb4tez 
27/02/2023 17:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=16985.0;attach=11626";Mesa Airlines plane go around to avoid collision with departing plane KBUR ;kb4tez 
27/02/2023 15:26;"https://forums.liveatc.net/index.php?action=dlattach;topic=16984.0;attach=11623";KLM A332 at Sint Maarten on Feb 26th nose gear steering malfunction ;kb4tez 
25/02/2023 22:15;"https://forums.liveatc.net/index.php?action=dlattach;topic=16981.0;attach=11618";KBUR Burbank rwy 33 ASH5826 go-around & SKW5326 departing  resulting in TCAS RA ;DIBO 
23/02/2023 13:39;"https://forums.liveatc.net/index.php?action=dlattach;topic=16978.0;attach=11617";Dublin Airport, more drone issues causing delays ;kb4tez 
21/02/2023 11:12;"https://forums.liveatc.net/index.php?action=dlattach;topic=16976.0;attach=11612";Plane Crash Santa Clara County Airport ;kb4tez 
20/02/2023 12:10;"https://forums.liveatc.net/index.php?action=dlattach;topic=16974.0;attach=11611";Hobby Airport flight cancellations mount after small plane wrecks on runway ;kb4tez 
16/02/2023 16:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=16970.0;attach=11608";KHSV TN ANG UH-60 Crash 2023-02-15 ;ke4ahr 
15/02/2023 11:59;"https://forums.liveatc.net/index.php?action=dlattach;topic=16964.0;attach=11599";Air Canada Cowling Open YYZ ;kb4tez 
15/02/2023 11:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=16963.0;attach=11598";Canada A333 near Toronto on Jan 28 hydraulic problems ;kb4tez 
14/02/2023 14:53;"https://forums.liveatc.net/index.php?action=dlattach;topic=16961.0;attach=11597";American Airlines plane and bus collide at LAX airport ;kb4tez 
14/02/2023 11:43;"https://forums.liveatc.net/index.php?action=dlattach;topic=16960.0;attach=11596";United Airlines Flies Super Bowl Winners Kansas City Chiefs Home  ;kb4tez 
13/02/2023 17:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=16959.0;attach=11595";Qantas E190 at Darwin could not fully retract gear ;kb4tez 
10/02/2023 17:43;"https://forums.liveatc.net/index.php?action=dlattach;topic=16950.0;attach=11590";Re: Austin Tower FedEx/Southwest runway incursion ;DIBO 
10/02/2023 04:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=16956.0;attach=11585";UPS1326 in grass at KBHM 2023-02-09 ;ke4ahr 
09/02/2023 16:23;"https://forums.liveatc.net/index.php?action=dlattach;topic=16955.0;attach=11584";US MILITARY TRANSPORT PLANE IN EMERGENCY LANDING AT SHANNON ;kb4tez 
08/02/2023 10:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=16954.0;attach=11582";United B38M at San Diego battery fire in cabin ;kb4tez 
07/02/2023 12:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=16953.0;attach=11581";United B772 near Lincoln engine shut down in flight ;kb4tez 
05/02/2023 04:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=16950.0;attach=11576";Austin Tower FedEx/Southwest runway incursion ;capolydude 
03/02/2023 16:53;"https://forums.liveatc.net/index.php?action=dlattach;topic=16948.0;attach=11573";Military airplane makes emergency landing at Harrisburg International Airport ;kb4tez 
03/02/2023 11:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=16947.0;attach=11572";CRJ7 at Jackson on Jan 30th 2023 suspected fuel leak ;kb4tez 
02/02/2023 14:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=16946.0;attach=11571";BA216 from Washington to London Heathrow emergency landing Halifax CA ;kb4tez 
01/02/2023 10:55;"https://forums.liveatc.net/index.php?action=dlattach;topic=16943.0;attach=11570";Pilot seriously injured in ejection from plane crash at Brainard Airport ;kb4tez 
26/01/2023 18:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=16933.0;attach=11562";Hurricane Ian last Delta arrivals KPBI ;kb4tez 
26/01/2023 13:57;"https://forums.liveatc.net/index.php?action=dlattach;topic=16828.0;attach=11561";Re: What I heard on Guard today... ;kb4tez 
25/01/2023 10:48;"https://forums.liveatc.net/index.php?action=dlattach;topic=16930.0;attach=11556";Plane landed on Gwinnett interstate ;kb4tez 
24/01/2023 19:55;"https://forums.liveatc.net/index.php?action=dlattach;topic=16928.0;attach=11555";Plane slides off runway while taxiing passengers to terminal in Portland ;kb4tez 
23/01/2023 11:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=16926.0;attach=11554";Plane Lands on Beach in Carlsbad ;kb4tez 
20/01/2023 17:06;"https://forums.liveatc.net/index.php?action=dlattach;topic=16923.0;attach=11553";Re: KHPN Tower 01-19-2023 1730EST (2230Z) N19MT BE36 Scheduled KJFK-KCGF ;gillmores 
20/01/2023 15:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=16923.0;attach=11552";Re: KHPN Tower 01-19-2023 1730EST (2230Z) N19MT BE36 Scheduled KJFK-KCGF ;dave 
20/01/2023 08:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=16923.0;attach=11549";KHPN Tower 01-19-2023 1730EST (2230Z) N19MT BE36 Scheduled KJFK-KCGF ;alphazulu 
20/01/2023 08:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=16923.0;attach=11550";KHPN Tower 01-19-2023 1730EST (2230Z) N19MT BE36 Scheduled KJFK-KCGF ;alphazulu 
20/01/2023 08:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=16923.0;attach=11551";KHPN Tower 01-19-2023 1730EST (2230Z) N19MT BE36 Scheduled KJFK-KCGF ;alphazulu 
17/01/2023 17:42;"https://forums.liveatc.net/index.php?action=dlattach;topic=16916.0;attach=11542";Montgomery Gibbs Executive Airport emergency landing ;kb4tez 
17/01/2023 12:17;"https://forums.liveatc.net/index.php?action=dlattach;topic=16915.0;attach=11538";Plane crashes ends up on road near airport in Markham Ontario ;kb4tez 
16/01/2023 17:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=16914.0;attach=11535";KJFK 01-13-2023 2045EST (0145Z) Runway Incursion 4L Delta 1943 and American 106 ;alphazulu 
16/01/2023 17:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=16914.0;attach=11536";KJFK 01-13-2023 2045EST (0145Z) Runway Incursion 4L Delta 1943 and American 106 ;alphazulu 
16/01/2023 17:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=16914.0;attach=11537";KJFK 01-13-2023 2045EST (0145Z) Runway Incursion 4L Delta 1943 and American 106 ;alphazulu 
16/01/2023 11:51;"https://forums.liveatc.net/index.php?action=dlattach;topic=16912.0;attach=11534";Jet Blue bird strike at KPBI Sunday ;kb4tez 
11/01/2023 19:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=16906.0;attach=11532";Hawaiian A332 at San Diego hydraulic failure ;kb4tez 
10/01/2023 16:06;"https://forums.liveatc.net/index.php?action=dlattach;topic=16902.0;attach=11527";United B763 at Newark on Jan 6th 2023 failure of all navigation equipment ;kb4tez 
03/01/2023 15:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=16897.0;attach=11524";1 dead 3 injured in private plane crash at Provo Airport ;kb4tez 
03/01/2023 11:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=16896.0;attach=11523";Small plane crashes in Watsonville pilot sustains moderate injuries ;kb4tez 
29/12/2022 11:22;"https://forums.liveatc.net/index.php?action=dlattach;topic=16892.0;attach=11516";Bonanza N3172D belly landing occurred December 28 at Pitt-Greenvill ;kb4tez 
28/12/2022 15:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=16890.0;attach=11515";Aer Lingus Airbus A330 Returns To New York JFK Amid Technical Issues ;kb4tez 
28/12/2022 11:36;"https://forums.liveatc.net/index.php?action=dlattach;topic=16889.0;attach=11514";Delta B752 near Nashville engine shut down in flight ;kb4tez 
27/12/2022 18:01;"https://forums.liveatc.net/index.php?action=dlattach;topic=16888.0;attach=11513";Small plane crashes into storage facility near Livermore Municipal Airport ;kb4tez 
27/12/2022 13:34;"https://forums.liveatc.net/index.php?action=dlattach;topic=16887.0;attach=11512";Spirit at Philadelphia two lightning strikes ;kb4tez 
23/12/2022 10:59;"https://forums.liveatc.net/index.php?action=dlattach;topic=16883.0;attach=11509";Former mayor killed in plane crash on Santa Monica beach ;kb4tez 
22/12/2022 11:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=16878.0;attach=11508";North Las Vegas Aircraft landed gear up.   ;kb4tez 
22/12/2022 11:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=16876.0;attach=11505";PSA CRJ9 at Tallahassee  tyre problem on departure ;kb4tez 
20/12/2022 19:04;"https://forums.liveatc.net/index.php?action=dlattach;topic=16873.0;attach=11502";Severe turbulence on Rio de Janeiro to Houston United Airlines flight injures 5 ;kb4tez 
20/12/2022 12:39;"https://forums.liveatc.net/index.php?action=dlattach;topic=16872.0;attach=11501";Key Lime Air Witchita KS prop strikes ;kb4tez 
20/12/2022 11:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=16871.0;attach=11498";Florence SC Aircraft landed nose gear up ;kb4tez 
19/12/2022 16:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=16870.0;attach=11497";Delta A320 at Grand Rapids on Dec 16th engine shut down in flight ;kb4tez 
19/12/2022 11:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=16869.0;attach=11494";Hawaiian A332 near Honolulu on Dec 18 turbulence injures 36 ;kb4tez 
16/12/2022 12:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=16868.0;attach=11493";Alaska bound 747 makes emergency landing in Saskatoon ;kb4tez 
15/12/2022 15:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=16866.0;attach=11492";2 seriously hurt after plane from New Hampshire crashes in Canada ;kb4tez 
14/12/2022 11:36;"https://forums.liveatc.net/index.php?action=dlattach;topic=16864.0;attach=11489";2 Hurt After Single-Engine Plane Crashes in Carrollton ;kb4tez 
14/12/2022 11:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=16862.0;attach=11488";Skywest E175 at Denver turbulence injures flight attendant ;kb4tez 
13/12/2022 14:42;"https://forums.liveatc.net/index.php?action=dlattach;topic=16860.0;attach=11487";Air Canada BCS3 near Minneapolis on Dec 12th engine failure ;kb4tez 
09/12/2022 11:59;"https://forums.liveatc.net/index.php?action=dlattach;topic=16856.0;attach=11481";Plane makes emergency landing on highway in Covington after engine failure  ;kb4tez 
09/12/2022 11:59;"https://forums.liveatc.net/index.php?action=dlattach;topic=16856.0;attach=11482";Plane makes emergency landing on highway in Covington after engine failure  ;kb4tez 
05/12/2022 20:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=16847.0;attach=11474";Man suffers life-threatening injuries from gyrocopter crash at Beverly Airport ;kb4tez 
05/12/2022 12:29;"https://forums.liveatc.net/index.php?action=dlattach;topic=16846.0;attach=11473";Delta A319 near Austin oil fumes on the flight deck ;kb4tez 
02/12/2022 12:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=16842.0;attach=11462";Fatal at Torrence, CA ;kb4tez 
01/12/2022 18:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=16840.0;attach=11459";EVA Air Boeing 777 skidded off an icy part of the taxiway at Vancouver Airport  ;kb4tez 
25/11/2022 21:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=16835.0;attach=11451";N714LU - Declared Emergency, Low Oil Pressure Indication ;pinger 
25/11/2022 14:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=16834.0;attach=11449";Plane runs off runway at Manassas Regional ;kb4tez 
25/11/2022 13:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=16833.0;attach=11448";Cessna jet safely lands at Van Nuys airport with stuck nose gear ;kb4tez 
23/11/2022 20:09;"https://forums.liveatc.net/index.php?action=dlattach;topic=16832.0;attach=11445";C-37 Bird strike at Midway ;Danno_FZ1 
23/11/2022 15:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=16830.0;attach=11444";Plane door falls off, lands in Nevada parking lot ;kb4tez 
23/11/2022 10:41;"https://forums.liveatc.net/index.php?action=dlattach;topic=16829.0;attach=11443";Re: breaking news. news helicopter crash ;kb4tez 
21/11/2022 22:08;"https://forums.liveatc.net/index.php?action=dlattach;topic=16828.0;attach=11441";Re: What I heard on Guard today... ;pinger 
21/11/2022 11:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=16827.0;attach=11439";American B738 at Kansas City on Nov 15th 2022 bird strike and loss of airspeed  ;kb4tez 
16/11/2022 19:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=16822.0;attach=11433";Plane down in emergency landing in St. Augustine ;kb4tez 
16/11/2022 12:35;"https://forums.liveatc.net/index.php?action=dlattach;topic=16820.0;attach=11427";Southwest B737 at Phoenix electric trim problem ;kb4tez 
15/11/2022 18:19;"https://forums.liveatc.net/index.php?action=dlattach;topic=16819.0;attach=11426";Spirit Airlines Flight Turns Around After Passenger Mistakenly Yells FIRE ;kb4tez 
14/11/2022 13:24;"https://forums.liveatc.net/index.php?action=dlattach;topic=16816.0;attach=11423";Re: Passenger with box cutter - Frontier Airlines Tampa-bound flight diverted  ;kb4tez 
09/11/2022 12:16;"https://forums.liveatc.net/index.php?action=dlattach;topic=16814.0;attach=11418";Flight makes emergency landing at Daytona airport due to smoke ;kb4tez 
08/11/2022 13:37;"https://forums.liveatc.net/index.php?action=dlattach;topic=16813.0;attach=11417";Canada Rouge A319 at KFLL on Nov 3rd 2022 bird strike on departure ;kb4tez 
07/11/2022 11:37;"https://forums.liveatc.net/index.php?action=dlattach;topic=16811.0;attach=11414";Fatal accident occurred Nov5  at Montgomery Gibbs Executive Airport  ;kb4tez 
04/11/2022 13:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=16810.0;attach=11413";Harlan County Kentucky plane crash ;kb4tez 
02/11/2022 12:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=16807.0;attach=11406";Delta flight makes emergency landing after smoke fills cabin ;kb4tez 
25/10/2022 20:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=16798.0;attach=11395";KSJC TWR Earthquake Clip ;Fryy 
19/10/2022 14:50;"https://forums.liveatc.net/index.php?action=dlattach;topic=16793.0;attach=11382";United B38M at Fort Myers on Oct 18th 2022 burst two tires on landing ;kb4tez 
19/10/2022 10:19;"https://forums.liveatc.net/index.php?action=dlattach;topic=16792.0;attach=11381";Piper PA N600JG Fatal accident  October 18 2022  ;kb4tez 
18/10/2022 14:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=16790.0;attach=11374";Private plane heading to West Virginia crashes in Marietta ;kb4tez 
17/10/2022 12:41;"https://forums.liveatc.net/index.php?action=dlattach;topic=16787.0;attach=11367";Re: United Airlines bird strike, O'Hare Airport, just after take off. ;gillmores 
17/10/2022 10:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=16787.0;attach=11366";United Airlines bird strike, O'Hare Airport, just after take off. ;kb4tez 
14/10/2022 11:26;"https://forums.liveatc.net/index.php?action=dlattach;topic=16785.0;attach=11363";Jazz CRJ9 at Phoenix on Oct 11th 2022 fuel leak ;kb4tez 
12/10/2022 10:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=16784.0;attach=11360";Boeing 747 Dreamlifter’s main gear wheel falling on takeoff from Italy ;kb4tez 
11/10/2022 10:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=16782.0;attach=11359";While being pushed back from the gate by a tug the aircraft struck a light pole. ;kb4tez 
11/10/2022 10:03;"https://forums.liveatc.net/index.php?action=dlattach;topic=16781.0;attach=11358";Cessna P210N N4925K October 06 2022 at Boerne Stage Field  ;kb4tez 
07/10/2022 16:35;"https://forums.liveatc.net/index.php?action=dlattach;topic=16779.0;attach=11354";Cessna N97883 KPHF ;Fryy 
07/10/2022 10:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=16777.0;attach=11353";Wisconsin CRJ2 at Dayton on Oct 5th runway excursion ;kb4tez 
22/09/2022 10:22;"https://forums.liveatc.net/index.php?action=dlattach;topic=16761.0;attach=11338";United made an emergency landing at Newark after sparks were observed ;kb4tez 
20/09/2022 12:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=16757.0;attach=11335";SUV collides with a JetBlue A320 at LaGuardia Airport in New York ;kb4tez 
14/09/2022 09:59;"https://forums.liveatc.net/index.php?action=dlattach;topic=16752.0;attach=11328";Cessna 172 Skyhawk, crash landing KCHA Lovell Field ;kb4tez 
13/09/2022 12:38;"https://forums.liveatc.net/index.php?action=dlattach;topic=16751.0;attach=11325";Aircraft encountered a crosswind on takeoff crash landed in the grass KARB ;kb4tez 
06/09/2022 10:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=16738.0;attach=11314";Envoy E145 at Dubuque on Sep 4th bird strike ;kb4tez 
02/09/2022 16:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=16737.0;attach=11313";United B772 at Amsterdam on Sep 2nd 2022, rejected takeoff due to smoke on board ;kb4tez 
31/08/2022 19:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=16734.0;attach=11310";Lights over Twilight 670 ;pdgls 
23/08/2022 09:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=16725.0;attach=11305";Pilot landing rating on his birthday ;kb4tez 
19/08/2022 12:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=16720.0;attach=11300";Re: Midair KWVI Watsonville, CA ;gillmores 
19/08/2022 10:48;"https://forums.liveatc.net/index.php?action=dlattach;topic=16720.0;attach=11299";Midair KWVI Watsonville, CA ;kb4tez 
19/08/2022 10:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=16718.0;attach=11298";Re: Midair KWVI Watsonville, CA  ;kb4tez 
17/08/2022 12:01;"https://forums.liveatc.net/index.php?action=dlattach;topic=16717.0;attach=11295";Air Canada at Newark on Aug 15th 2022, runway incursion ;kb4tez 
16/08/2022 10:24;"https://forums.liveatc.net/index.php?action=dlattach;topic=16716.0;attach=11294";Southwest B737 at St. Louis on Aug 12th 2022 dropped cowling on landing ;kb4tez 
11/08/2022 13:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=16712.0;attach=11291";Nasty Atlanta Weather Sunday but she was so good ;kb4tez 
08/08/2022 18:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=16704.0;attach=11287";American A321 near Grand Junction on Aug 6th 2022 engine shut down in flight ;kb4tez 
08/08/2022 18:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=16704.0;attach=11288";American A321 near Grand Junction on Aug 6th 2022 engine shut down in flight ;kb4tez 
29/07/2022 17:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=16701.0;attach=11284";Delta A321 at Denver on Jul 26 rejected takeoff after bird strike and fire ;kb4tez 
19/07/2022 20:01;"https://forums.liveatc.net/index.php?action=dlattach;topic=16688.0;attach=11275";Re: KORD 27C Curious Go Around 16:35Z today ;brendan512 
17/07/2022 02:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=16687.0;attach=11274";Loss of Power-forced landing on street- KCRQ-718TB -Socata Trindad ;Duffy 
11/07/2022 10:12;"https://forums.liveatc.net/index.php?action=dlattach;topic=16684.0;attach=11273";Spirit Airlines plane briefly catches fire on runway after landing ;kb4tez 
27/06/2022 10:55;"https://forums.liveatc.net/index.php?action=dlattach;topic=16673.0;attach=11260";Spirit A319 at Detroit on Jun 23rd 2022, gear indication ;kb4tez 
25/06/2022 19:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=16672.0;attach=11259";N52854 KAUS Lady Bird Lake Crash ;Fryy 
22/06/2022 10:03;"https://forums.liveatc.net/index.php?action=dlattach;topic=16668.0;attach=11254";Plane catches fire at Miami International Airport after crash landing ;kb4tez 
16/06/2022 13:57;"https://forums.liveatc.net/index.php?action=dlattach;topic=16663.0;attach=11251";Small plane makes emergency landing near Dunnellon, FL ;kb4tez 
14/06/2022 10:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=16659.0;attach=11250";Runway lights go dark at Southwest Florida Regional Airport ;kb4tez 
08/06/2022 18:59;"https://forums.liveatc.net/index.php?action=dlattach;topic=16654.0;attach=11249";Fedex MD10 near Tulsa on Jun 7th 2022 fire on cargo deck ;kb4tez 
06/06/2022 10:03;"https://forums.liveatc.net/index.php?action=dlattach;topic=16651.0;attach=11248";Republic E175 at Indy on Jun 4th 2022, rejected takeoff due to smoke in cabin ;kb4tez 
27/05/2022 10:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=16580.0;attach=11241";Re: Small plane crash near industrial plant east of Atlanta ;kb4tez 
20/05/2022 17:01;"https://forums.liveatc.net/index.php?action=dlattach;topic=16640.0;attach=11236";Cirrus N973SD Engine Failure  ;Fryy 
20/05/2022 01:36;"https://forums.liveatc.net/index.php?action=dlattach;topic=16633.0;attach=11235";JBU164 KJFK  ;Fryy 
17/05/2022 10:26;"https://forums.liveatc.net/index.php?action=dlattach;topic=16626.0;attach=11231";Microbursts and Wind Shear KPBI ;kb4tez 
11/05/2022 10:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=16621.0;attach=11223";passenger with no flight experience landing plane at Palm Beach Int. Airport ;kb4tez 
11/05/2022 10:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=16621.0;attach=11226";passenger with no flight experience landing plane at Palm Beach Int. Airport ;kb4tez 
06/05/2022 20:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=16615.0;attach=11220";Hobby Field Crash ;kb4tez 
06/05/2022 10:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=16611.0;attach=11219";Alaska A320 at Portland on May 4th 2022, bird strike ;kb4tez 
05/05/2022 21:19;"https://forums.liveatc.net/index.php?action=dlattach;topic=16610.0;attach=11218";"KEFD ""I think I could ride my bike faster than you guys are flying"" ";Comets 
28/04/2022 14:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=16593.0;attach=11208";Spirit Wings - Crew over their Duty Period ;kb4tez 
27/04/2022 13:15;"https://forums.liveatc.net/index.php?action=dlattach;topic=16589.0;attach=11207";Canada A321 at Toronto on Apr 3rd 2022, hydraulic failure ;kb4tez 
22/04/2022 12:15;"https://forums.liveatc.net/index.php?action=dlattach;topic=16579.0;attach=11204";Re: Cessna 182 overturns at 19L at KLAS ;kb4tez 
21/04/2022 21:12;"https://forums.liveatc.net/index.php?action=dlattach;topic=16579.0;attach=11203";Cessna 182 overturns at 19L at KLAS ;tyketto 
04/04/2022 18:10;"https://forums.liveatc.net/index.php?action=dlattach;topic=16557.0;attach=11195";KPBI, Telling it like it is with the weather ;kb4tez 
01/04/2022 14:34;"https://forums.liveatc.net/index.php?action=dlattach;topic=16555.0;attach=11188";KATL 3/31 Weather and Brave Aviators and calm ATC too ;kb4tez 
01/04/2022 14:34;"https://forums.liveatc.net/index.php?action=dlattach;topic=16555.0;attach=11189";KATL 3/31 Weather and Brave Aviators and calm ATC too ;kb4tez 
01/04/2022 14:34;"https://forums.liveatc.net/index.php?action=dlattach;topic=16555.0;attach=11190";KATL 3/31 Weather and Brave Aviators and calm ATC too ;kb4tez 
31/03/2022 13:59;"https://forums.liveatc.net/index.php?action=dlattach;topic=16552.0;attach=11185";Delta 2953 at Chicago on Mar 29th 2022, lined up for takeoff in wrong direction ;kb4tez 
23/03/2022 15:09;"https://forums.liveatc.net/index.php?action=dlattach;topic=16542.0;attach=11178";Southeast Tornado Weather, KMSY ;kb4tez 
22/03/2022 04:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=16540.0;attach=11173";QR579 Mayday. DEL-DOH Flight diverted to Karachi (KHI) due to cargo fire (2/2) ;Shmendrik 
22/03/2022 04:48;"https://forums.liveatc.net/index.php?action=dlattach;topic=16539.0;attach=11172";QR579 Mayday. DEL-DOH Flight diverted to Karachi (KHI) due to cargo fire (1/2) ;Shmendrik 
18/03/2022 10:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=16535.0;attach=11168";KPBI, Iguana lined up, holds up departure line ! ;kb4tez 
08/03/2022 16:12;"https://forums.liveatc.net/index.php?action=dlattach;topic=16526.0;attach=11163";PSA CRJ9 at Newport News on Mar 6th 2022, wing tip strike on landing ;kb4tez 
28/02/2022 15:17;"https://forums.liveatc.net/index.php?action=dlattach;topic=16521.0;attach=11160";Southwest Kansas City 2/24/22, bird strikes ;kb4tez 
24/02/2022 15:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=16517.0;attach=11157";Two men killed in Findlay Ohio plane crash ;gillmores 
23/02/2022 12:45;"https://forums.liveatc.net/index.php?action=dlattach;topic=16514.0;attach=11156";Pilot injured after small plane makes emergency landing near Dulles ;kb4tez 
16/02/2022 12:35;"https://forums.liveatc.net/index.php?action=dlattach;topic=16504.0;attach=11145";AA2829 blows tires on take off at JFK ;kb4tez 
15/02/2022 23:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=16502.0;attach=11142";AA1775 Diverts to Kansas City - crazy passenger and a coffee pot ;dorough 
15/02/2022 15:42;"https://forums.liveatc.net/index.php?action=dlattach;topic=16500.0;attach=11141";Busy KPBI tells Ops, NO !!! ;kb4tez 
08/02/2022 21:10;"https://forums.liveatc.net/index.php?action=dlattach;topic=16492.0;attach=11138";AAL482 Unruly Passenger  ;Fryy 
08/02/2022 16:15;"https://forums.liveatc.net/index.php?action=dlattach;topic=16491.0;attach=11137";Plane bound for Philadelphia from Jacksonville turns around and lands at JAX ;kb4tez 
11/01/2022 23:22;"https://forums.liveatc.net/index.php?action=dlattach;topic=16458.0;attach=11102";ANZ1104 Emergency Return YSSY - Sydney ;Fryy 
10/01/2022 01:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=16456.0;attach=11101";C172 lands on railroad tracks,... then gets hit by train, KWHP, Pacoima, CA ;uplink 
05/01/2022 19:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=16453.0;attach=11097";Finnair - Smoke in the cab ;Pikiruukki 
29/12/2021 04:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=16439.0;attach=11090";Re: 28 DEC 2021 0315Z:  Aircraft Crash, El Cajon CA (near KSEE/KSAN) ;RI-Pilot 
29/12/2021 03:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=16443.0;attach=11089";Re: 28 DEC 2021 ~2300Z:  KBUR (Burbank, CA) goes ATC Zero ;n0qxw 
28/12/2021 18:51;"https://forums.liveatc.net/index.php?action=dlattach;topic=16440.0;attach=11084";Delta 311 Heavy SFO Runway 10 Left - Terrain Warning Go Arounds ;SQK7700 
28/12/2021 04:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=16439.0;attach=11081";Re: 28 DEC 2021 0315Z:  Aircraft Crash, El Cajon CA (near KSEE/KSAN) ;n0qxw 
21/12/2021 22:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=16431.0;attach=11080";Re: AA 1539 on 12/04/2021 - Heart Attack on Board (audio request) ;Fryy 
17/12/2021 23:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=16430.0;attach=11078";Navy T-6 Texan II's Guide VFR Pilot Stuck Above IMC ;Fryy 
17/12/2021 23:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=16430.0;attach=11079";Navy T-6 Texan II's Guide VFR Pilot Stuck Above IMC ;Fryy 
17/12/2021 16:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=16429.0;attach=11077";Cabin Announcements, please not on Tower Freq ;kb4tez 
12/12/2021 23:03;"https://forums.liveatc.net/index.php?action=dlattach;topic=16423.0;attach=11068";QXE2232 Emergency Return KPDX ;Fryy 
